"WSL 16G";4
"X7R-G0805 100N";6
"SMD-0805 33,0";5
"SMD-0805 1,00K";1
"SMD-0805 3,30K";1
"AKL 101-02";1
"P6SMB 27A SMD";1
"74AC 14D-SMD";1
"74AC 74D-SMD";1
"L-PIS2812 47µ";1
"XO91 24,57600";1
"BLM21PG 331";2
"X7R-G1206 4,7/50";1
"X7R-G1206 10/16";1
"X7R-G1206 22/10";1
"B 140 F";2
"MPE 087-1-002";1
"MPE 087-1-003";2
"MPE 094-2-022";1
"LM 2841 XMK-ADJL";1
"JUMPER 2,54 SW";3
